67	67	0	0	0	0	0	0	0	0	0	100	250
-55	12	0	0	0	0	0	0	0	0	0		
-22	0	-10	0	-10	0	-10	0	-10	0	-10		
-75	0	-75	0	-75	0	-75	0	-75	0	-75		
84	84	0	0	0	0	0	0	0	0	0		
-67	17	0	0	0	0	0	0	0	0	0		
32	49	0	0	0	0	0	0	0	0	0		
62	111	0	0	0	0	0	0	0	0	0		
99	210	0	0	0	0	0	0	0	0	0		
56	250	16	16	0	0	0	0	0	0	0		
9	250	9	25	0	0	0	0	0	0	0		
-49	201	0	25	0	0	0	0	0	0	0		
-68	133	0	25	0	0	0	0	0	0	0		
39	172	0	25	0	0	0	0	0	0	0		
-34	138	0	25	0	0	0	0	0	0	0		
77	215	0	25	0	0	0	0	0	0	0		
-28	187	0	25	0	0	0	0	0	0	0		
70	250	7	32	0	0	0	0	0	0	0		
-29	221	0	32	0	0	0	0	0	0	0		
10	231	0	32	0	0	0	0	0	0	0		
27	250	8	40	0	0	0	0	0	0	0		
-33	217	0	40	0	0	0	0	0	0	0		
-17	200	0	40	0	0	0	0	0	0	0		
-15	185	0	40	0	0	0	0	0	0	0		
-36	149	0	40	0	0	0	0	0	0	0		
48	197	0	40	0	0	0	0	0	0	0		
-56	141	0	40	0	0	0	0	0	0	0		
27	168	0	40	0	0	0	0	0	0	0		
-35	133	0	40	0	0	0	0	0	0	0		
-60	73	0	40	0	0	0	0	0	0	0		
-38	35	0	40	0	0	0	0	0	0	0		
-61	0	-26	14	0	0	0	0	0	0	0		
41	41	0	14	0	0	0	0	0	0	0		
86	127	0	14	0	0	0	0	0	0	0		
-40	87	0	14	0	0	0	0	0	0	0		
-21	66	0	14	0	0	0	0	0	0	0		
-25	41	0	14	0	0	0	0	0	0	0		
48	89	0	14	0	0	0	0	0	0	0		
45	134	0	14	0	0	0	0	0	0	0		
44	178	0	14	0	0	0	0	0	0	0		
-7	171	0	14	0	0	0	0	0	0	0		
67	238	0	14	0	0	0	0	0	0	0		
-28	210	0	14	0	0	0	0	0	0	0		
49	250	9	23	0	0	0	0	0	0	0		
-17	233	0	23	0	0	0	0	0	0	0		
-34	199	0	23	0	0	0	0	0	0	0		
56	250	5	28	0	0	0	0	0	0	0		
-8	242	0	28	0	0	0	0	0	0	0		
66	250	58	86	0	0	0	0	0	0	0		
-23	227	0	86	0	0	0	0	0	0	0		
26	250	3	89	0	0	0	0	0	0	0		
-9	241	0	89	0	0	0	0	0	0	0		
-27	214	0	89	0	0	0	0	0	0	0		
-7	207	0	89	0	0	0	0	0	0	0		
-14	193	0	89	0	0	0	0	0	0	0		
82	250	25	114	0	0	0	0	0	0	0		
45	250	45	159	0	0	0	0	0	0	0		
57	250	57	216	0	0	0	0	0	0	0		
35	250	35	250	1	1	0	0	0	0	0		
46	250	46	250	46	47	0	0	0	0	0		
-38	212	0	250	0	47	0	0	0	0	0		
22	234	0	250	0	47	0	0	0	0	0		
68	250	52	250	52	99	0	0	0	0	0		
73	250	73	250	73	172	0	0	0	0	0		
78	250	78	250	78	250	0	0	0	0	0		
75	250	75	250	75	250	75	75	0	0	0		
40	250	40	250	40	250	40	115	0	0	0		
-24	226	0	250	0	250	0	115	0	0	0		
-40	186	0	250	0	250	0	115	0	0	0		
53	239	0	250	0	250	0	115	0	0	0		
82	250	71	250	71	250	71	186	0	0	0		
-98	152	0	250	0	250	0	186	0	0	0		
53	205	0	250	0	250	0	186	0	0	0		
89	250	44	250	44	250	44	230	0	0	0		
-68	182	0	250	0	250	0	230	0	0	0		
51	233	0	250	0	250	0	230	0	0	0		
-81	152	0	250	0	250	0	230	0	0	0		
-23	129	0	250	0	250	0	230	0	0	0		
-5	124	0	250	0	250	0	230	0	0	0		
52	176	0	250	0	250	0	230	0	0	0		
66	242	0	250	0	250	0	230	0	0	0		
44	250	36	250	36	250	36	250	16	16	0		
77	250	77	250	77	250	77	250	77	93	0		
-59	191	0	250	0	250	0	250	0	93	0		
43	234	0	250	0	250	0	250	0	93	0		
-25	209	0	250	0	250	0	250	0	93	0		
-21	188	0	250	0	250	0	250	0	93	0		
22	210	0	250	0	250	0	250	0	93	0		
-26	184	0	250	0	250	0	250	0	93	0		
55	239	0	250	0	250	0	250	0	93	0		
28	250	17	250	17	250	17	250	17	110	0		
25	250	25	250	25	250	25	250	25	135	0		
-14	236	0	250	0	250	0	250	0	135	0		
-24	212	0	250	0	250	0	250	0	135	0		
38	250	0	250	0	250	0	250	0	135	0		
-7	243	0	250	0	250	0	250	0	135	0		
-35	208	0	250	0	250	0	250	0	135	0		
-15	193	0	250	0	250	0	250	0	135	0		
52	245	0	250	0	250	0	250	0	135	0		
36	250	31	250	31	250	31	250	31	166	0		
